number,title,medium,contact_info,legal_info,private,creation_date,size,series,description,percent_for_art,displayed
,"Interior 20","monotype, collage","first floor, lobby","From plaque that accompanies the piece: ""b. 1948 Portland, Oregon. Margot Voorhies Thompson reinvents letterforms and texts into graceful abstraction. Her paintings and collages communicate something ancient and elemental, shaking up familiar symbolism and creating new forms that call for direct response.""","Public",,"15 3/4"" x 14 1/2""",,,TRUE,FALSE
,"Interior 28","monotype, collage","first floor, lobby","From plaque that accompanies the piece: ""b. 1948 Portland, Oregon. Margot Voorhies Thompson reinvents letterforms and texts into graceful abstraction. Her paintings and collages communicate something ancient and elemental, shaking up familiar symbolism and creating new forms that call for direct response.""","Public",,"15 3/4"" x 14 1/2""",,,TRUE,FALSE
1,"Waldo Lake Sunset","c-print photograph","first floor, near west staircase",,"Public",,,"part of The Valley Library's Northwest Art Collection","On this piece, Walker has said, ""A brilliant sunset can add such a special moment to any day of the year, but when it occurs at Waldo Lake it can be indeed spectacular, and one not soon forgotten when witnessed in all of its crimson glory.""",TRUE,FALSE
2,"Waldo Lake Reflected","c-print photograph","first floor, near west staircase","Information from the Valley Library's Northwest Art Collection: ""Waldo Lake is the second largest natural lake in Oregon and lies at an elevation of 5,414 ft. in the Cascade Mountain Range. The lake's water is amongst the clearest in the world.""","Public",,,"part of The Valley Library's Northwest Art Collection","On this piece, Walker has said, ""Seldom does the wind remain calm for long on Waldo Lake, but in September of 1996 it remained quiet for several consecutive days, allowing me to select mirrorlike reflections along this beautiful shoreline. The early morning sun highlighting the fall color in this cove, one of many also Waldo's shoreline, makes for a tranquil, soothing moment in time.""",TRUE,FALSE
69,"Pupetta","etching","third floor, east",,"Public",,,"part of The Valley Library's Northwest Art Collection","Walker's three pieces in the Valley Library were created at Artichoke Printmaking Workshop in London, where Walker was a Fulbright Fellow in fine art. “Pupetta,” he has said, “is a straight portrait of Pupetta Maresca, a modern day Medici princess, the head of the Mafia in Naples.""",TRUE,FALSE
70,"Be Careful What You Wish For","etching","third floor, east",,"Public",,,"part of The Valley Library's Northwest Art Collection","Walker's three pieces in the Valley Library were created at Artichoke Printmaking Workshop in London, where Walker was a Fulbright Fellow in fine art. “Be Careful What You Wish For,” he has said, “is self-explanatory.”",TRUE,FALSE
71,"Missing Espresso Roma","etching","third floor, east",,"Public",,,"part of The Valley Library's Northwest Art Collection","Walker's three pieces in the Valley Library were created at Artichoke Printmaking Workshop in London, where Walker was a Fulbright Fellow in fine art. “When you live in East London, the nearest good coffee is three hours away by train, in Paris.”",TRUE,FALSE
,"Eames Chair Poster","color computer print out","sixth floor, west side",,"Please contact Kelly Anderton (Kelly.Anderton@oregonstate.edu or 541-737-2111) to make an appointment to view this piece.",1996,,"Provost's Purchase Award",,FALSE,FALSE
,"Solar Sonant",,"outside, near Kelley Engineering Center and Plageman Student Health Services parking lot",,,,,,,TRUE,FALSE
39,"Constant Movement","multimedia photography","second floor, gallery, close to rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's Fragments Series","Warpinski's pieces in the Valley Library are a part of her Fragments Series. On this piece, she has said, “Diamond Craters is among those places that call to me because the land forms openly reveal their origins – their history is clearly written upon the surfaces before me. ‘Constant Movement’ is a phrase drawn from old geology texts and in this place is meant to speak not only about the geomorphology of the region, but also about the human experience of the moment in this place as the wind whips the mullein plants into motion.”",TRUE,FALSE
40,"Strategies","multimedia photography","second floor, gallery, close to rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's Fragments Series","Warpinski's pieces in the Valley Library are a part of her Fragments Series. On this piece, she has said, “Photographs abstract time and manipulate space. The monocular view through the camera lens collapses deep space onto a 2 dimensional picture plane. Often this collapse renders a powerful physical experience of place quite impotent when translated to the photographic surface. Maps are also an abstraction of space, as well as a code or language that describes the place to those that know the language. These two abstracted views are combined to give multiple readings of the same place - an edge overlooking Big Indian Gorge seen through a curtain of Mountain mahogany.""",TRUE,FALSE
41,"Home Creek Canyon","multimedia photography","second floor, gallery, close to rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's Fragments Series","Warpinski's pieces in the Valley Library are a part of her Fragments Series. On this piece, she has said, “This piece is based on a wilderness study area in the areas of Steens Mountain southeastern Oregon. The particular site of this photograph depicts the remnants of a homestead from the heyday of dryland farming. All that remains is evidence of the root cellar and some trees that are not native to the geographic region of this site. Many of the named plants have disappeared from this location and others like where at one time they were abundant.""",TRUE,FALSE
42,"Moonset/Sunrise","multimedia photography","second floor, gallery, close to rotunda",,"Public",,,"part of The Valley Library's Northwest Art Collection, part of artist's Fragments Series","Warpinski's pieces in the Valley Library are a part of her Fragments Series. On this piece, she has said, ""Most of the work in the Fragments Series pertains to the passage of time - time evidenced in one form or another. The photographs that comprise this piece (six in all) were made over the period of 20 minutes when the full moon was setting and the sun was rising. From the elevation provided by Zabriskie Point one is given the chance to experience the protraction of the brief series of moments when the moon is just ready to drop behind the western horizon while at the same time the sun is peaking above the eastern. The shadows created by one seem to intersect with those being created by the other. It is only an instant played out against geologic stage set that also reveals the passage of time.""",TRUE,FALSE
,"Untitled","acrylic","second floor, room A252",,"missing",,,,,FALSE,TRUE
,"Untitled","oil","first floor, room A143",,"missing",,,,,FALSE,TRUE
,"Adobe Holiday","print","first floor, room A147 (lounge)",,"missing",,,,,FALSE,TRUE
111,"Pillar of Sea","mixed media","fifth floor, in first ""room"" of SCARC",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"After AA Weinman","carving","second floor stairwell, near Weyerhauser Gallery",,"Public",,,,,FALSE,FALSE
,"Diana of Horseback","wood carving","first floor, room 123",,"missing",,,,,FALSE,TRUE
,"The Dance","photograph","second floor, Dean's Office suite (room 207)","Recipient of College of Liberal Arts Dean's Purchase Award 2004","Please ask at the desk to view this piece.",2004,,"College of Liberal Arts Dean's Purchase Award",,FALSE,FALSE
4,"Winter Hills","watercolor","first floor, near main elevators",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
90,"Leaf Branch","stainless steel","fifth floor, near west staircase",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Summertime II","metal/steel sculpture","fourth floor",,"Public",,,"part of The Valley Library's Northwest Art Collection",,TRUE,FALSE
,"Landforms","stainless steel","outside, in Hawley/Buxton/Poling/Cauthorn inner courtyard",,,,,,,TRUE,FALSE
,"Oregon Coast 1","photograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"Oregon Coast 2","photograph","forestry storage",,"Please contact Roger Admiral (roger.admiral@oregonstate.edu) or Sandie Arbogast (sandra.arbogast@oregonstate.edu) to view this piece.",,,,,FALSE,TRUE
,"What Have You Been Waiting For?","charcoal on canvas","sixth floor, in provost's office",,"Please contact Kelly Anderton (Kelly.Anderton@oregonstate.edu or 541-737-2111) to make an appointment to view this piece.",2010,,"Provost's Purchase Award",,FALSE,FALSE
